0, 3.21278, 1.81168,  1.81168
1, 1.12082, 1.33104,  1.33104
2, 0.65805, 1.19475,  1.19475
3, 0.43798, 1.14940,  1.14940
4, 0.32408, 1.15344,  1.14940
5, 0.26078, 1.15501,  1.14940
6, 0.19620, 1.15866,  1.14940
7, 0.17492, 1.18832,  1.14940
8, 0.14594, 1.16562,  1.14940
9, 0.13397, 1.16462,  1.14940
10, 0.11317, 1.17906,  1.14940
11, 0.10672, 1.18883,  1.14940
12, 0.09570, 1.18160,  1.14940
13, 0.09016, 1.19567,  1.14940
14, 0.07926, 1.19412,  1.14940
15, 0.08027, 1.16942,  1.14940
16, 0.06724, 1.18384,  1.14940
17, 0.06409, 1.22400,  1.14940
18, 0.05858, 1.20147,  1.14940
19, 0.05505, 1.23359,  1.14940
20, 0.05277, 1.24268,  1.14940
21, 0.05107, 1.22910,  1.14940
22, 0.04555, 1.23022,  1.14940
23, 0.04459, 1.23166,  1.14940
24, 0.04134, 1.22420,  1.14940
25, 0.04034, 1.24145,  1.14940
26, 0.04075, 1.23920,  1.14940
27, 0.03684, 1.23471,  1.14940
28, 0.03572, 1.24430,  1.14940
29, 0.03607, 1.23936,  1.14940
30, 0.03285, 1.24642,  1.14940
31, 0.03583, 1.25502,  1.14940
32, 0.03376, 1.25422,  1.14940
33, 0.03151, 1.26248,  1.14940
34, 0.03232, 1.26506,  1.14940
35, 0.03107, 1.25613,  1.14940
36, 0.03210, 1.27487,  1.14940
37, 0.02931, 1.28048,  1.14940
38, 0.03094, 1.26824,  1.14940
39, 0.02966, 1.25931,  1.14940
40, 0.02744, 1.26424,  1.14940
41, 0.02969, 1.26379,  1.14940
42, 0.02660, 1.25749,  1.14940
43, 0.02888, 1.27944,  1.14940
44, 0.02737, 1.27056,  1.14940
45, 0.02807, 1.26160,  1.14940
46, 0.02884, 1.27437,  1.14940
47, 0.02624, 1.27914,  1.14940
48, 0.02621, 1.27935,  1.14940
49, 0.02683, 1.27357,  1.14940
50, 0.02803, 1.26609,  1.14940
51, 0.02673, 1.30828,  1.14940
52, 0.02800, 1.28132,  1.14940
53, 0.02676, 1.28925,  1.14940
54, 0.02877, 1.28538,  1.14940
55, 0.02498, 1.28493,  1.14940
56, 0.02747, 1.27051,  1.14940
57, 0.02748, 1.28810,  1.14940
58, 0.02711, 1.27078,  1.14940
59, 0.02814, 1.26862,  1.14940
60, 0.02640, 1.27792,  1.14940
61, 0.02850, 1.26809,  1.14940
62, 0.02544, 1.28323,  1.14940
63, 0.02743, 1.28458,  1.14940
64, 0.02675, 1.27897,  1.14940
65, 0.02677, 1.28537,  1.14940
66, 0.02526, 1.27539,  1.14940
67, 0.02318, 1.27241,  1.14940
